id,date,annee,type,pays,latitude,longitude
BFO3974,28-Aug-20,2020,Strategic developments,Burkina Faso,13.7133,-1.1791
NIG18051,28-Aug-20,2020,Violence against civilians,Nigeria,7.4063,6.2125
NIG18049,28-Aug-20,2020,Violence against civilians,Nigeria,11.7454,13.2547
BFO3973,28-Aug-20,2020,Violence against civilians,Burkina Faso,13.4139,-1.0558
GUI1762,28-Aug-20,2020,Protests,Guinea,10.1813,-14.0381
NIG27609,28-Aug-20,2020,Strategic developments,Nigeria,12.6786,13.6079
NIG27529,28-Aug-20,2020,Violence against civilians,Nigeria,8.8833,11.3667
MAA858,28-Aug-20,2020,Riots,Mauritania,17.6314,-13.4103
NIG18053,28-Aug-20,2020,Violence against civilians,Nigeria,10.4567,7.5119
NIG18056,28-Aug-20,2020,Battles,Nigeria,12.4257,5.8135
NIG27528,28-Aug-20,2020,Violence against civilians,Nigeria,7.1962,5.5868
NIG27555,28-Aug-20,2020,Battles,Nigeria,5.0333,7.9266
NIG27556,28-Aug-20,2020,Battles,Nigeria,12.6786,13.6079
NIG27585,28-Aug-20,2020,Violence against civilians,Nigeria,5.5167,5.75
CDI2238,27-Aug-20,2020,Riots,Ivory Coast,5.3411,-4.0281
CDI2239,27-Aug-20,2020,Riots,Ivory Coast,5.3464,-4.0663
GHA1124,27-Aug-20,2020,Protests,Ghana,5.556,-0.1969
NIG18043,27-Aug-20,2020,Violence against civilians,Nigeria,11.4588,7.1261
NIG18045,27-Aug-20,2020,Battles,Nigeria,10.4104,7.4589
NIG18046,27-Aug-20,2020,Protests,Nigeria,4.7774,7.0134
MAA856,27-Aug-20,2020,Protests,Mauritania,16.0237,-12.5796
NIG18040,27-Aug-20,2020,Protests,Nigeria,9.0833,7.5333
BFO3971,27-Aug-20,2020,Violence against civilians,Burkina Faso,13.913,-1.6343
BFO3972,27-Aug-20,2020,Strategic developments,Burkina Faso,13.7677,-2.071
BFO3993,27-Aug-20,2020,Protests,Burkina Faso,13.7677,-2.071
NIR1421,27-Aug-20,2020,Violence against civilians,Niger,13.4934,12.689
BEN484,27-Aug-20,2020,Riots,Benin,9.9076,2.9951
BEN485,27-Aug-20,2020,Riots,Benin,9.3453,2.5439
GUI1761,27-Aug-20,2020,Protests,Guinea,9.5091,-13.7122
NIG18047,27-Aug-20,2020,Protests,Nigeria,4.9247,6.2642
NIG27606,27-Aug-20,2020,Strategic developments,Nigeria,12.6786,13.6079
MAA857,27-Aug-20,2020,Protests,Mauritania,18.0801,-15.9777
MLI4201,27-Aug-20,2020,Battles,Mali,14.9961,-3.614
NIG18041,27-Aug-20,2020,Riots,Nigeria,6.2006,6.7339
NIG18042,27-Aug-20,2020,Battles,Nigeria,11.747,11.9608
NIG18044,27-Aug-20,2020,Battles,Nigeria,12.373,14.2069
GHA1123,26-Aug-20,2020,Protests,Ghana,6.6936,-1.6218
LBR1512,26-Aug-20,2020,Protests,Liberia,6.31,-10.8
NIG18032,26-Aug-20,2020,Protests,Nigeria,6.6096,3.3566
GUI1760,26-Aug-20,2020,Riots,Guinea,11.4167,-9.1665
NIG18033,26-Aug-20,2020,Protests,Nigeria,6.4426,7.5022
BEN307,26-Aug-20,2020,Violence against civilians,Benin,9.8921,1.7838
NIG18036,26-Aug-20,2020,Violence against civilians,Nigeria,12.6786,13.6079
MLI4251,26-Aug-20,2020,Battles,Mali,15.1155,-1.7121
NIG18037,26-Aug-20,2020,Violence against civilians,Nigeria,10.7298,13.1351
MAA855,26-Aug-20,2020,Protests,Mauritania,18.0801,-15.9777
BFO3970,26-Aug-20,2020,Explosions/Remote violence,Burkina Faso,13.4569,-0.8564
NIG18030,26-Aug-20,2020,Riots,Nigeria,6.6504,3.2851
NIG18031,26-Aug-20,2020,Violence against civilians,Nigeria,7.6333,4.0333
NIG18034,26-Aug-20,2020,Battles,Nigeria,12.5612,13.2924
NIG18035,26-Aug-20,2020,Battles,Nigeria,11.8288,12.6345
NIG18038,26-Aug-20,2020,Battles,Nigeria,12.3377,14.1805
NIG18039,26-Aug-20,2020,Strategic developments,Nigeria,8.3789,7.0844
NIG27554,26-Aug-20,2020,Battles,Nigeria,6.6504,3.2851
BEN306,25-Aug-20,2020,Riots,Benin,7.3633,2.5998
GHA1122,25-Aug-20,2020,Battles,Ghana,5.556,-0.1969
LBR1511,25-Aug-20,2020,Riots,Liberia,6.31,-10.8
LBR1510,25-Aug-20,2020,Protests,Liberia,7.235,-8.984
NIG18025,25-Aug-20,2020,Protests,Nigeria,6.3351,5.6275
NIG18024,25-Aug-20,2020,Protests,Nigeria,6.2101,7.0741
NIR1752,25-Aug-20,2020,Violence against civilians,Niger,13.4193,12.6035
BEN486,25-Aug-20,2020,Violence against civilians,Benin,9.5891,2.6489
NIG18023,25-Aug-20,2020,Strategic developments,Nigeria,6.9675,6.0432
NIG27584,25-Aug-20,2020,Violence against civilians,Nigeria,10.8398,13.022
BFO4004,25-Aug-20,2020,Strategic developments,Burkina Faso,13.3395,-0.7277
NIG18026,25-Aug-20,2020,Battles,Nigeria,12.6181,13.3323
NIG18028,25-Aug-20,2020,Battles,Nigeria,12.7559,13.4349
NIG18029,25-Aug-20,2020,Strategic developments,Nigeria,8.3789,7.0844
NIG27553,25-Aug-20,2020,Battles,Nigeria,11.8826,13.3434
NIG18027,25-Aug-20,2020,Violence against civilians,Nigeria,7.0358,6.1177
GUI1758,24-Aug-20,2020,Protests,Guinea,10.3854,-9.3057
NIG17823,24-Aug-20,2020,Violence against civilians,Nigeria,10.4832,7.2032
GHA1121,24-Aug-20,2020,Protests,Ghana,6.4667,-2.3333
GUI1759,24-Aug-20,2020,Protests,Guinea,11.4167,-9.1665
NIG18055,24-Aug-20,2020,Battles,Nigeria,12.9604,8.3621
NIG18017,24-Aug-20,2020,Violence against civilians,Nigeria,6.6592,7.7596
NIG18020,24-Aug-20,2020,Violence against civilians,Nigeria,9.1333,9.7833
NIG18018,24-Aug-20,2020,Protests,Nigeria,7.3939,5.2633
NIR1420,24-Aug-20,2020,Battles,Niger,13.2909,12.2943
NIG18187,24-Aug-20,2020,Violence against civilians,Nigeria,11.9084,13.2435
NIG18021,24-Aug-20,2020,Protests,Nigeria,7.2623,5.259
NIG27582,24-Aug-20,2020,Violence against civilians,Nigeria,6.6579,3.3232
NIG27583,24-Aug-20,2020,Violence against civilians,Nigeria,7.4035,3.9132
BFO4161,24-Aug-20,2020,Battles,Burkina Faso,14.7416,-1.1043
NIG18019,24-Aug-20,2020,Explosions/Remote violence,Nigeria,12.7931,14.1209
NIG18022,24-Aug-20,2020,Explosions/Remote violence,Nigeria,13.0391,13.8086
BFO4062,24-Aug-20,2020,Violence against civilians,Burkina Faso,12.6442,-3.7684
BEN305,23-Aug-20,2020,Riots,Benin,6.3877,2.542
MLI4199,23-Aug-20,2020,Riots,Mali,14.1657,-4.1061
MLI4200,23-Aug-20,2020,Battles,Mali,13.8884,-4.0283
SEN1188,23-Aug-20,2020,Protests,Senegal,13.7456,-15.7748
BFO3969,23-Aug-20,2020,Strategic developments,Burkina Faso,13.8524,-1.1651
GHA1120,23-Aug-20,2020,Violence against civilians,Ghana,6.8036,-2.5172
BFO3968,23-Aug-20,2020,Battles,Burkina Faso,14.0816,-2.4456
NIG18014,23-Aug-20,2020,Battles,Nigeria,12.1377,5.4665
NIG18015,23-Aug-20,2020,Riots,Nigeria,6.4759,7.584
NIG18016,23-Aug-20,2020,Battles,Nigeria,10.5222,7.4383
CDI2237,23-Aug-20,2020,Strategic developments,Ivory Coast,5.0823,-5.5694
NIG18336,23-Aug-20,2020,Strategic developments,Nigeria,6.8454,8.4174
CDI2236,22-Aug-20,2020,Riots,Ivory Coast,6.55,-5.0167
CDI2262,22-Aug-20,2020,Protests,Ivory Coast,5.3411,-4.0281
CDI2263,22-Aug-20,2020,Riots,Ivory Coast,5.2728,-3.5927
CDI2265,22-Aug-20,2020,Riots,Ivory Coast,5.8631,-4.759
NIG18010,22-Aug-20,2020,Strategic developments,Nigeria,10.5222,7.4383
NIG18013,22-Aug-20,2020,Protests,Nigeria,4.7527,8.1677
CDI2264,22-Aug-20,2020,Riots,Ivory Coast,6.1319,-5.9506
NIG18006,22-Aug-20,2020,Protests,Nigeria,4.9667,8.3333
NIG18011,22-Aug-20,2020,Violence against civilians,Nigeria,10.6858,6.8327
SIE4856,22-Aug-20,2020,Battles,Sierra Leone,7.359,-11.7236
NIG18007,22-Aug-20,2020,Violence against civilians,Nigeria,13.2949,4.9756
LBR1509,22-Aug-20,2020,Protests,Liberia,6.31,-10.8
NIG18106,22-Aug-20,2020,Violence against civilians,Nigeria,7.2526,5.1931
NIG18108,22-Aug-20,2020,Violence against civilians,Nigeria,7.5167,5.75
GUI1757,22-Aug-20,2020,Violence against civilians,Guinea,10.6258,-8.6941
MLI4196,22-Aug-20,2020,Violence against civilians,Mali,15.8197,-0.41
MLI4198,22-Aug-20,2020,Strategic developments,Mali,14.307,-4
MLI4225,22-Aug-20,2020,Protests,Mali,12.65,-8
NIR1419,22-Aug-20,2020,Violence against civilians,Niger,13.421,12.3663
NIG18008,22-Aug-20,2020,Violence against civilians,Nigeria,7.4117,5.0581
NIG18012,22-Aug-20,2020,Violence against civilians,Nigeria,13.3398,5.0821
MLI4197,22-Aug-20,2020,Violence against civilians,Mali,13.9149,-3.9244
NIG27552,22-Aug-20,2020,Battles,Nigeria,8.2444,4.1718
NIG18107,22-Aug-20,2020,Violence against civilians,Nigeria,7.2526,5.1931
BFO3992,22-Aug-20,2020,Battles,Burkina Faso,13.611,-0.9071
BFO4026,22-Aug-20,2020,Battles,Burkina Faso,14.6537,-1.0943
MAA854,22-Aug-20,2020,Riots,Mauritania,20.0508,-15.9674
NIG18004,22-Aug-20,2020,Violence against civilians,Nigeria,6.4236,4.9233
NIG18005,22-Aug-20,2020,Violence against civilians,Nigeria,6.2006,6.7339
NIG18009,22-Aug-20,2020,Violence against civilians,Nigeria,10.5222,7.4383
CDI2252,21-Aug-20,2020,Riots,Ivory Coast,6.7297,-3.4964
CDI2253,21-Aug-20,2020,Riots,Ivory Coast,5.3411,-4.0281
CDI2255,21-Aug-20,2020,Riots,Ivory Coast,5.2728,-3.5927
CDI2256,21-Aug-20,2020,Riots,Ivory Coast,5.95,-5.25
CDI2257,21-Aug-20,2020,Protests,Ivory Coast,6.1319,-5.9506
CDI2259,21-Aug-20,2020,Riots,Ivory Coast,5.8631,-4.759
CDI2260,21-Aug-20,2020,Protests,Ivory Coast,6.6613,-3.2698
CDI2261,21-Aug-20,2020,Riots,Ivory Coast,6.8617,-3.4856
CDI2258,21-Aug-20,2020,Riots,Ivory Coast,6.2389,-6.1713
CDI2254,21-Aug-20,2020,Protests,Ivory Coast,5.3411,-4.0281
NIG17989,21-Aug-20,2020,Riots,Nigeria,6.3411,4.9218
NIG17988,21-Aug-20,2020,Protests,Nigeria,10.5222,7.4383
NIG18001,21-Aug-20,2020,Violence against civilians,Nigeria,9.0381,7.1735
NIG18003,21-Aug-20,2020,Violence against civilians,Nigeria,12.8847,12.5081
BFO3967,21-Aug-20,2020,Riots,Burkina Faso,11.6336,1.668
MLI4222,21-Aug-20,2020,Protests,Mali,12.65,-8
BFO3988,21-Aug-20,2020,Violence against civilians,Burkina Faso,13.3576,0.3115
BFO3991,21-Aug-20,2020,Protests,Burkina Faso,12.3703,-1.5247
NIR1428,21-Aug-20,2020,Riots,Niger,13.2806,12.3038
BFO3989,21-Aug-20,2020,Strategic developments,Burkina Faso,13.9541,-1.6741
BFO3990,21-Aug-20,2020,Explosions/Remote violence,Burkina Faso,13.9541,-1.6741
MLI4223,21-Aug-20,2020,Explosions/Remote violence,Mali,14.917,-5.899
NIG27527,21-Aug-20,2020,Violence against civilians,Nigeria,13.3398,5.0821
GNB264,21-Aug-20,2020,Violence against civilians,Guinea-Bissau,11.592,-14.9948
MAA852,21-Aug-20,2020,Riots,Mauritania,20.0508,-15.9674
MAA853,21-Aug-20,2020,Protests,Mauritania,16.6829,-14.7003
MLI4194,21-Aug-20,2020,Explosions/Remote violence,Mali,14.2634,-3.6618
MLI4195,21-Aug-20,2020,Battles,Mali,14.8561,-2.6439
NIG17986,21-Aug-20,2020,Battles,Nigeria,7.6333,4.0333
NIG17987,21-Aug-20,2020,Battles,Nigeria,11.7196,7.0272
NIG17990,21-Aug-20,2020,Violence against civilians,Nigeria,6.4538,3.2059
NIG17991,21-Aug-20,2020,Explosions/Remote violence,Nigeria,12.0493,14.0969
NIG18002,21-Aug-20,2020,Battles,Nigeria,12.8847,12.5081
CDI2249,20-Aug-20,2020,Riots,Ivory Coast,6.7297,-3.4964
MLI4219,20-Aug-20,2020,Violence against civilians,Mali,16.2717,-0.0447
NIG17983,20-Aug-20,2020,Riots,Nigeria,7.0932,4.8353
NIG17984,20-Aug-20,2020,Protests,Nigeria,5.0333,7.9266
NIG17985,20-Aug-20,2020,Battles,Nigeria,9.7833,8.2833
CDI2250,20-Aug-20,2020,Protests,Ivory Coast,5.5004,-3.6631
NIG17977,20-Aug-20,2020,Protests,Nigeria,6.2006,6.7339
LBR1517,20-Aug-20,2020,Protests,Liberia,6.31,-10.8
LBR1518,20-Aug-20,2020,Protests,Liberia,6.31,-10.8
NIG17980,20-Aug-20,2020,Violence against civilians,Nigeria,11.6291,7.1564
MLI4220,20-Aug-20,2020,Protests,Mali,14.0173,-3.7407
BFO4061,20-Aug-20,2020,Violence against civilians,Burkina Faso,13.3949,1.0459
MLI4193,20-Aug-20,2020,Battles,Mali,13.5511,-3.7151
NIR1426,20-Aug-20,2020,Battles,Niger,14.0939,13.3121
BFO3987,20-Aug-20,2020,Protests,Burkina Faso,12.3703,-1.5247
NIR1427,20-Aug-20,2020,Strategic developments,Niger,22.6532,14.0908
MLI4217,20-Aug-20,2020,Battles,Mali,18.04,0.6011
GUI1770,20-Aug-20,2020,Riots,Guinea,10.75,-12.3
GUI1771,20-Aug-20,2020,Riots,Guinea,10.75,-12.3
NIG17999,20-Aug-20,2020,Violence against civilians,Nigeria,7.704,5.9717
CDI2251,20-Aug-20,2020,Riots,Ivory Coast,6.0281,-4.1324
MLI4221,20-Aug-20,2020,Explosions/Remote violence,Mali,17.4794,0.1169
NIG17976,20-Aug-20,2020,Protests,Nigeria,6.6096,3.3566
NIG17982,20-Aug-20,2020,Protests,Nigeria,7.8024,6.743
MLI4218,20-Aug-20,2020,Riots,Mali,16.2717,-0.0447
NIG27581,20-Aug-20,2020,Violence against civilians,Nigeria,8.5333,10.4667
BFO4025,20-Aug-20,2020,Battles,Burkina Faso,14.6537,-1.0943
MLI4280,20-Aug-20,2020,Battles,Mali,14.7959,-1.3328
NIG17978,20-Aug-20,2020,Battles,Nigeria,11.5221,13.6856
NIG17979,20-Aug-20,2020,Battles,Nigeria,12.2616,7.3341
NIG17981,20-Aug-20,2020,Battles,Nigeria,11.084,13.6925
NIG18000,20-Aug-20,2020,Battles,Nigeria,11.8826,13.3434
NIG27551,20-Aug-20,2020,Battles,Nigeria,11.2212,12.0827
NIG17969,19-Aug-20,2020,Protests,Nigeria,9.0833,7.5333
NIG17972,19-Aug-20,2020,Battles,Nigeria,8.5865,10.3618
GHA1119,19-Aug-20,2020,Protests,Ghana,5.556,-0.1969
CDI2248,19-Aug-20,2020,Riots,Ivory Coast,6.384,-3.8899
NIG17974,19-Aug-20,2020,Protests,Nigeria,9.0706,7.4675
NIG17968,19-Aug-20,2020,Protests,Nigeria,9.0833,7.5333
NIG17973,19-Aug-20,2020,Violence against civilians,Nigeria,7.1127,5.1159
NIR1424,19-Aug-20,2020,Violence against civilians,Niger,13.2052,12.4193
NIR1425,19-Aug-20,2020,Strategic developments,Niger,13.52,2.12
BFO3986,19-Aug-20,2020,Protests,Burkina Faso,12.6675,-0.5758
BEN480,19-Aug-20,2020,Violence against civilians,Benin,10.7168,2.7847
BEN479,19-Aug-20,2020,Battles,Benin,9.8921,1.7838
GUI1769,19-Aug-20,2020,Riots,Guinea,10.6258,-8.6941
NIG17975,19-Aug-20,2020,Protests,Nigeria,4.9247,6.2642
MLI4279,19-Aug-20,2020,Battles,Mali,14.8755,-1.9925
NIG27550,19-Aug-20,2020,Battles,Nigeria,6.2006,6.7339
MAA851,19-Aug-20,2020,Riots,Mauritania,17.1871,-12.2464
MLI4192,19-Aug-20,2020,Riots,Mali,14.4891,-4.1928
NIG17970,19-Aug-20,2020,Riots,Nigeria,7.6333,4.0333
NIG17998,19-Aug-20,2020,Battles,Nigeria,11.8673,14.1851
NIG17971,19-Aug-20,2020,Violence against civilians,Nigeria,6.2006,6.7339
CDI2245,18-Aug-20,2020,Protests,Ivory Coast,5.95,-5.25
CDI2246,18-Aug-20,2020,Protests,Ivory Coast,5.8475,-5.682
CDI2247,18-Aug-20,2020,Protests,Ivory Coast,5.8105,-3.9511
LBR1516,18-Aug-20,2020,Riots,Liberia,7.3617,-8.713
NIG17962,18-Aug-20,2020,Violence against civilians,Nigeria,9.7873,8.4557
CDI2244,18-Aug-20,2020,Protests,Ivory Coast,6.384,-3.8899
NIG17964,18-Aug-20,2020,Protests,Nigeria,9.2833,12.4667
GHA1118,18-Aug-20,2020,Violence against civilians,Ghana,9.6173,-0.7407
NIG17960,18-Aug-20,2020,Protests,Nigeria,5.1667,7.4
NIG17997,18-Aug-20,2020,Protests,Nigeria,6.6155,3.5087
NIG17967,18-Aug-20,2020,Protests,Nigeria,5.0333,7.9266
TOG449,18-Aug-20,2020,Riots,Togo,6.1287,1.2215
BFO3983,18-Aug-20,2020,Violence against civilians,Burkina Faso,11.7212,1.7641
MLI4216,18-Aug-20,2020,Battles,Mali,15.797,3.7095
BFO3984,18-Aug-20,2020,Strategic developments,Burkina Faso,13.9541,-1.6741
MLI4212,18-Aug-20,2020,Riots,Mali,12.65,-8
NIR1751,18-Aug-20,2020,Violence against civilians,Niger,13.1408,12.3483
BFO3985,18-Aug-20,2020,Violence against civilians,Burkina Faso,13.8533,-2.6442
BEN481,18-Aug-20,2020,Battles,Benin,10.1258,3.2582
NIG17963,18-Aug-20,2020,Violence against civilians,Nigeria,7.1127,5.1159
BFO3982,18-Aug-20,2020,Violence against civilians,Burkina Faso,12.6675,-0.5758
MAA872,18-Aug-20,2020,Protests,Mauritania,18.0801,-15.9777
MLI4213,18-Aug-20,2020,Battles,Mali,12.65,-8
MLI4214,18-Aug-20,2020,Strategic developments,Mali,12.65,-8
MLI4215,18-Aug-20,2020,Battles,Mali,12.7482,-8.0722
NIG17959,18-Aug-20,2020,Battles,Nigeria,7.2061,9.5454
NIG17961,18-Aug-20,2020,Battles,Nigeria,12.1091,13.9864
NIG17965,18-Aug-20,2020,Battles,Nigeria,12.9234,13.5606
NIG17966,18-Aug-20,2020,Explosions/Remote violence,Nigeria,13.6746,13.3395
NIG27549,18-Aug-20,2020,Battles,Nigeria,12.7105,5.8749
CDI2240,17-Aug-20,2020,Protests,Ivory Coast,5.3411,-4.0281
CDI2241,17-Aug-20,2020,Riots,Ivory Coast,5.3411,-4.0281
GHA1117,17-Aug-20,2020,Protests,Ghana,5.556,-0.1969
GUI1766,17-Aug-20,2020,Protests,Guinea,8.55,-9.47
GUI1768,17-Aug-20,2020,Protests,Guinea,9.7333,-13.4167
NIG17946,17-Aug-20,2020,Protests,Nigeria,6.3224,6.8902
NIG17947,17-Aug-20,2020,Protests,Nigeria,6.2006,6.7339
NIG17951,17-Aug-20,2020,Violence against civilians,Nigeria,9.8734,7.9541
CDI2243,17-Aug-20,2020,Protests,Ivory Coast,7.4569,-4.3425
CDI2242,17-Aug-20,2020,Protests,Ivory Coast,5.3411,-4.0281
NIG17954,17-Aug-20,2020,Protests,Nigeria,7.7411,8.5121
NIG17948,17-Aug-20,2020,Protests,Nigeria,6.3351,5.6275
GUI1767,17-Aug-20,2020,Riots,Guinea,10.6258,-8.6941
LBR1515,17-Aug-20,2020,Protests,Liberia,6.31,-10.8
NIG17950,17-Aug-20,2020,Protests,Nigeria,6.4759,7.584
NIG17956,17-Aug-20,2020,Riots,Nigeria,4.7774,7.0134
NIG17996,17-Aug-20,2020,Violence against civilians,Nigeria,9.2333,8.5167
NIG17995,17-Aug-20,2020,Violence against civilians,Nigeria,9.3888,8.5778
MAA850,17-Aug-20,2020,Protests,Mauritania,20.9434,-17.038
MLI4211,17-Aug-20,2020,Battles,Mali,11.3838,-7.2527
MLI4210,17-Aug-20,2020,Explosions/Remote violence,Mali,15.797,3.7095
BFO3981,17-Aug-20,2020,Strategic developments,Burkina Faso,12.5502,1.7104
MLI4209,17-Aug-20,2020,Battles,Mali,16.5333,1.5167
BEN482,17-Aug-20,2020,Riots,Benin,10.4961,1.3914
MLI4208,17-Aug-20,2020,Explosions/Remote violence,Mali,15.1051,-3.0106
GUI1765,17-Aug-20,2020,Riots,Guinea,8.662,-9.6942
NIG27605,17-Aug-20,2020,Strategic developments,Nigeria,12.1131,12.8274
BFO3966,17-Aug-20,2020,Battles,Burkina Faso,13.8728,-0.9896
BFO3980,17-Aug-20,2020,Battles,Burkina Faso,13.8533,-2.6442
NIG27547,17-Aug-20,2020,Battles,Nigeria,4.7989,7.4178
NIG27548,17-Aug-20,2020,Battles,Nigeria,4.6737,7.362
NIG17949,17-Aug-20,2020,Explosions/Remote violence,Nigeria,12.9393,13.9082
NIG17952,17-Aug-20,2020,Battles,Nigeria,9.8833,4.5833
NIG17953,17-Aug-20,2020,Battles,Nigeria,12.1131,12.8274
NIG17957,17-Aug-20,2020,Battles,Nigeria,9.9254,6.1338
NIG17958,17-Aug-20,2020,Explosions/Remote violence,Nigeria,11.6539,13.4137
BEN483,17-Aug-20,2020,Strategic developments,Benin,10.4419,1.3022
NIG17955,17-Aug-20,2020,Riots,Nigeria,5.4833,7.0304
MLI4204,16-Aug-20,2020,Riots,Mali,16.2717,-0.0447
NIG17936,16-Aug-20,2020,Strategic developments,Nigeria,7.3706,7.6253
NIG17942,16-Aug-20,2020,Violence against civilians,Nigeria,9.8734,7.9541
NIG17944,16-Aug-20,2020,Violence against civilians,Nigeria,10.0817,7.7247
MLI4207,16-Aug-20,2020,Battles,Mali,13.0696,-5.3227
MLI4206,16-Aug-20,2020,Violence against civilians,Mali,14.393,-4.0301
MLI4205,16-Aug-20,2020,Battles,Mali,12.184,-4.8028
BFO3978,16-Aug-20,2020,Strategic developments,Burkina Faso,13.9021,-2.0853
BFO4060,16-Aug-20,2020,Violence against civilians,Burkina Faso,13.7677,0.4311
BFO3977,16-Aug-20,2020,Violence against civilians,Burkina Faso,13.913,-1.6343
BFO3979,16-Aug-20,2020,Battles,Burkina Faso,13.4481,-3.9518
NIR1423,16-Aug-20,2020,Violence against civilians,Niger,13.32,12.61
NIG17937,16-Aug-20,2020,Explosions/Remote violence,Nigeria,11.957,13.9057
NIG17938,16-Aug-20,2020,Battles,Nigeria,11.4588,7.1261
NIG17939,16-Aug-20,2020,Battles,Nigeria,12.024,13.9165
NIG17940,16-Aug-20,2020,Battles,Nigeria,12.7833,7
NIG17941,16-Aug-20,2020,Battles,Nigeria,12.499,12.7848
NIG17943,16-Aug-20,2020,Explosions/Remote violence,Nigeria,12.6786,13.6079
NIG17945,16-Aug-20,2020,Battles,Nigeria,12.9604,8.3621
NIG27546,16-Aug-20,2020,Battles,Nigeria,12.6786,13.6079
BFO4058,16-Aug-20,2020,Violence against civilians,Burkina Faso,13.0421,-4.0185
BFO4059,16-Aug-20,2020,Violence against civilians,Burkina Faso,13.0534,-4.0472
GAM244,15-Aug-20,2020,Riots,Gambia,13.22,-16.3
CDI2235,15-Aug-20,2020,Violence against civilians,Ivory Coast,7.0924,-3.9538
NIG17935,15-Aug-20,2020,Protests,Nigeria,6.5263,3.3571
NIR1422,15-Aug-20,2020,Battles,Niger,13.4497,12.8035
MLI4190,15-Aug-20,2020,Explosions/Remote violence,Mali,19.1167,1.75
BFO3965,15-Aug-20,2020,Strategic developments,Burkina Faso,13.8031,-2.6545
BFO3964,15-Aug-20,2020,Battles,Burkina Faso,13.8031,-2.6545
NIG27580,15-Aug-20,2020,Violence against civilians,Nigeria,5.2687,6.0511
NIG27526,15-Aug-20,2020,Violence against civilians,Nigeria,7.4696,5.7362
NIG17932,15-Aug-20,2020,Battles,Nigeria,12.7515,7.2447
NIG17933,15-Aug-20,2020,Battles,Nigeria,12.373,14.2069
NIG17934,15-Aug-20,2020,Violence against civilians,Nigeria,12.0301,11.4722
NIG17930,14-Aug-20,2020,Protests,Nigeria,5.1066,7.3667
MAA849,14-Aug-20,2020,Protests,Mauritania,20.5177,-13.0486
NIG17931,14-Aug-20,2020,Battles,Nigeria,11.8288,12.6345
SEN1187,14-Aug-20,2020,Riots,Senegal,14.8606,-15.8709
MLI4203,14-Aug-20,2020,Battles,Mali,14.18,-3.74
BFO3963,14-Aug-20,2020,Explosions/Remote violence,Burkina Faso,14.1427,-2.5143
MLI4202,14-Aug-20,2020,Violence against civilians,Mali,14.3549,-3.6561
MLI4188,14-Aug-20,2020,Battles,Mali,14.18,-3.74
MLI4189,14-Aug-20,2020,Violence against civilians,Mali,15.1493,0.3916
NIG27608,14-Aug-20,2020,Strategic developments,Nigeria,12.493,13.2091
NIG27577,14-Aug-20,2020,Violence against civilians,Nigeria,11.9259,13.2306
NIG27578,14-Aug-20,2020,Violence against civilians,Nigeria,12.6786,13.6079
NIG27579,14-Aug-20,2020,Violence against civilians,Nigeria,7.5283,3.9119
NIG17926,14-Aug-20,2020,Protests,Nigeria,6.5269,3.3917
NIG17925,14-Aug-20,2020,Riots,Nigeria,7.5975,3.9164
CDI2206,13-Aug-20,2020,Riots,Ivory Coast,6.7297,-3.4964
CDI2207,13-Aug-20,2020,Riots,Ivory Coast,5.3411,-4.0281
CDI2208,13-Aug-20,2020,Riots,Ivory Coast,5.4666,-3.2
CDI2210,13-Aug-20,2020,Protests,Ivory Coast,6.1069,-3.8619
CDI2212,13-Aug-20,2020,Riots,Ivory Coast,7.0069,-7.475
CDI2213,13-Aug-20,2020,Riots,Ivory Coast,5.2728,-3.5927
CDI2214,13-Aug-20,2020,Riots,Ivory Coast,5.3256,-4.3767
CDI2216,13-Aug-20,2020,Riots,Ivory Coast,7.0591,-3.9631
CDI2219,13-Aug-20,2020,Protests,Ivory Coast,9.5928,-5.1945
CDI2220,13-Aug-20,2020,Protests,Ivory Coast,5.0823,-5.5694
CDI2221,13-Aug-20,2020,Riots,Ivory Coast,6.1319,-5.9506
CDI2224,13-Aug-20,2020,Protests,Ivory Coast,6.3833,-5.4167
CDI2225,13-Aug-20,2020,Protests,Ivory Coast,4.7483,-6.6361
CDI2226,13-Aug-20,2020,Riots,Ivory Coast,5.6692,-4.5703
CDI2231,13-Aug-20,2020,Riots,Ivory Coast,6.8205,-5.2767
CDI2233,13-Aug-20,2020,Riots,Ivory Coast,6.8813,-3.458
GUI1756,13-Aug-20,2020,Riots,Guinea,8.55,-9.47
NIG17917,13-Aug-20,2020,Violence against civilians,Nigeria,11.7196,7.0272
NIG17921,13-Aug-20,2020,Riots,Nigeria,5.7063,6.4374
CDI2230,13-Aug-20,2020,Protests,Ivory Coast,6.1825,-3.6512
CDI2217,13-Aug-20,2020,Riots,Ivory Coast,7.0591,-3.9631
CDI2209,13-Aug-20,2020,Protests,Ivory Coast,6.6544,-4.103
CDI2218,13-Aug-20,2020,Protests,Ivory Coast,5.95,-5.25
CDI2223,13-Aug-20,2020,Protests,Ivory Coast,6.0443,-3.9069
CDI2211,13-Aug-20,2020,Protests,Ivory Coast,6.384,-3.8899
CDI2232,13-Aug-20,2020,Protests,Ivory Coast,7.12,-7.4709
CDI2234,13-Aug-20,2020,Protests,Ivory Coast,6.9764,-7.7983
GHA1116,13-Aug-20,2020,Protests,Ghana,5.5345,-0.4168
NIG17916,13-Aug-20,2020,Protests,Nigeria,6.5507,3.3067
